What Dx can occur to an infant if the mother uses Benzodiazepines in the first trimester? ,"Cleft Palate

(During the first trimester of pregnancy, the use of benzodiazepines increases the risk of cleft palate 10-fold) ",
"A 29-year-old, previously successful woman was climbing stairs in her new home about a month ago, when the whole house fell apart. She ended up in a hospital with a fractured left femur. The psychiatry team was consulted because the patient complained of nightmares and flashbacks and was afraid to go to sleep as a result. During the interview, she is tearful, and afraid that her fear of falling is preventing her from participating enough in her rehabilitation, and that the team will discharge her from hospital.
Dx?
What is the most appropriate med for this patient? ","Dx: Posttraumatic Stress Disorder (PTSD), as well as depressive symptoms

Tx: Sertraline - SSRI
(an antidepressant approved for treatment of this disorder. Other antidepressants and anticonvulsants have also been shown to be effective in the treatment of PTSD) ",
"A young woman who sustained minor injuries after a motor vehicle accident is admitted to the hospital. During the observation period, the intern notices that the patient's vital signs are all increased, and she seems confused, disoriented, and delirious. On admission, she states she has been using medication to help with anxiety for couple of months. However, she ran out of it 2 days prior to the accident. From what medication is this patient most likely experiencing withdrawal? ","Alprazolam is a short-acting Benzodiazepine

(It has a rapid onset of action and a relatively short half-life. It is indicated for treatment of panic attacks and anxiety disorders in general. Given its properties, however, it also has a highly addictive potential. The abrupt discontinuation of its use may result in withdrawal delirium, seizures, or death) ",
Abrupt discontinuation of what psychiatric drug class can lead to Flu-like symptoms? ,SSRI ,
"A woman comes to the clinic with her 13-year-old grandson, stating he has had behavioral problems for the past 4 years. He is living with her now because his mother is in drug rehabilitation center. She describes that he has run from home twice and has been kicked off the school bus for threatening other kids and challenging the driver. He is about to be expelled from school, since he was caught extorting money from other children. What is the most likely diagnosis? ","Conduct disorder

(a childhood/adolescent disorder defined as a pattern of behavior in which the basic rights of others are violated with three or more of the following present in the past 12 months: destruction of property, cruelty to animals and people, deceitfulness or theft, and serious violations of rules. It causes clinically significant impairment in social functioning and it is reserved for patients younger than 18) ",
"A parent comes to you to talk about their 16yo who, in the past 7 months, has had a loss of temper, arguments with adults, defying of rules, deliberately annoying other people, blaming others for own faults, presence of vindictive behavior, presence of anger, and resentment.
Dx? ","Oppositional Defiant Disorder

(a pattern of negativistic and defiant behavior lasting at least 6 months with four or more of the following: loss of temper, arguments with adults, defying rules, deliberately annoying other people, blaming others for own faults, presence of vindictive behavior, presence of anger, and resentment) ",
"A 27-year-old woman is 2 weeks' postpartum with her first child. During her first postpartum follow-up visit, she complains to her physician that she has had several crying spells and has been increasingly irritable; however, she has had some spells during which she has felt almost euphoric. She has had these symptoms over the past week. She has not had any previous psychiatric disorders. What is the most likely diagnosis? ","Maternity Blues

(a normal state of sadness, dysphoria, frequent tearfulness, and dependence that about 20% to 40% of women experience in the postpartum period. It is thought to be derived from rapid changes in women's hormonal levels and the stress of childbirth associated with maternity) ",
"A 27-year-old woman is 2 weeks' postpartum with her first child. During her first postpartum follow-up visit, she complains to her physician that she has had several crying spells and has been increasingly irritable; however, she has had some spells during which she has felt almost euphoric. She is also hearing voices which drives her to the point of wanting to commit suicide. She has had these symptoms over the past week. She has not had any previous psychiatric disorders. What is the most likely diagnosis? ","Postpartum psychosis

(a serious diagnosis that requires the presence of auditory or visual hallucinations in addition to frequent suicidal and sometimes infanticidal ideation) ",
"A 43-year-old woman presents to the emergency department complaining of dizziness, tremor, diaphoresis, and shortness of breath. She indicates to the physician that she has come into the hospital with similar complaints twice in the past several weeks. On those occasions, as well as currently, her physical examination, routine laboratory studies, ECG, and cardiac enzymes have all been unremarkable. The patient states that these episodes are starting to concern her greatly and she is worried about going out of her house alone now. What is the most likely diagnosis? ","Panic Disorder

(This patient's symptoms are all suggestive of panic attacks. Her symptoms do not appear to be related to substance use or a general medical condition. The frequency of her symptoms and her agoraphobia are also indicative of a diagnosis of panic disorder) ",
"A 24-year-old graduate student and teaching assistant comes into the student health center after being instructed by his college dean to seek counseling. According to the collateral history obtained from the patient's roommates and instructors, the man exhibits annoyingly grandiose behavior, is frequently demanding of his peers' admiration, and has had to be reprimanded for treating his undergraduate students without empathy or understanding in demanding that their work be submitted in two different forms for each assignment. Given this history, what is the most likely diagnosis? ","Narcissistic personality disorder

(patients frequently demand constant attention and admiration, and they are often indifferent to criticism. They frequently exhibit grandiosity in behaviors or fantasies, show lack of empathy, often exhibit a sense of entitlement, and frequently exploit whatever interpersonal relationships they have developed) ",
"A mother brings her 8-year-old son to a psychiatrist for new-onset enuresis. A prior workup to determine a medical cause was negative. In conversation, it seems that the enuresis started following parental arguments and separation. The boy wets himself at least twice a week and feels upset about it, refusing to go for a sleep-over at his friend's house. What is the most commonly used treatment for this condition? ","Behavioral therapy

(the most frequently used treatment in children with enuresis. Dry nights are recorded on a calendar and rewarded with a star as a gift) ",
"A 35-year-old man is brought to the emergency clinic by his mother because of an episode of slurred speech associated with the uncomfortable sensation that his tongue is thick and curling up. The episode started suddenly 30 minutes ago. The patient is noted to be holding on to his tongue with his thumb and forefinger. When asked about this, the patient responds with dysarthria, saying that his medication has caused this once before and that he needs a shot to make it go away. His mother reports that the patient has had schizophrenia for 10 years and consistently takes two medications prescribed by his psychiatrist. Several days ago he ran out of one of his medications, but has continued to take the other one. What is the most appropriate initial step in the management of this patient? ","Quickly administer an Anticholinergic meds IM

(The patient is experiencing an acute dystonic reaction, which is a form of extrapyramidal side effect (EPS) associated with antipsychotic medications. These side effects are related to antagonism of dopamine receptors in the nigrostriatal pathway. The patient is likely taking a conventional antipsychotic agent plus a prophylactic anticholinergic agent (such as benztropine, diphenhydramine, or trihexyphenidyl). Upon stopping the anticholinergic, the dystonic reaction was more likely to occur. The appropriate initial management of this patient would include immediate IM administration of an anticholinergic agent, such as 2 mg of benztropine or 50 mg of diphenhydramine) ",
"A 45yo woman presents to her physician because of blurred vision for 2 days. She has no medical Hx. She does state that several days ago she started Tx for depression with a psychiatrist, due to a two-month period during which she had several depressive symptoms. She has a dry mouth and dizziness when she stands up from lying or sitting. Her temperature is 98.6 F, BP lying down is 135/75 mm Hg, BP standing is 110/64 mm Hg, pulse lying down is 84, pulse standing is 95, and respiratory rate is 16/min. Examination is unremarkable except for mild mydriasis.
What medication accounts for this patient's symptoms? ","TCA (Imipramine)

(inhibits norepinephrine and serotonin reuptake. Like most TCAs, imipramine also has antagonistic effects at muscarinic, histaminic, and a-adrenergic receptors. This patient's complaint of blurred vision is most likely due to the antimuscarinic effects of the medication. The blockade of muscarinic acetylcholine receptors causes mydriasis (pupillary dilation) resulting in blurred vision. Dry mouth is also due to the anticholinergic effect of imipramine. Orthostatic hypotension is caused by the a1-adrenergic receptor blockade associated with TCAs) ",
"A 19-year-old student is admitted to the psychiatry inpatient unit with the working diagnosis of first-break psychosis. Because of combativeness and threats to others, he is put in seclusion. At first, he refused to take medication by mouth; however, after attacking a nurse he is given haloperidol intramuscularly on two occasions. He has now developed acute torticollis and twitching of the mouth and face on that side. The family is furious, stating that the treatment caused the seizures. What reaction did this patient most likely have?
Tx? ","Acute Dystonia

(an involuntary spasm of a particular group of muscles that can involve the neck, jaw, tongue, eyes, or the entire body. It can be an early adverse effect of antipsychotics, and it is more common in younger men. It is more common with typical antipsychotics)

TX: parenteral administration of anticholinergics
(Benztropine) ",
"A 45-year-old woman returns to her psychiatrist two months after being hospitalized for an episode of major depressive disorder, recurrent, severe with psychotic features. At the hospital, she was started on two meds, an antidepressant and an atypical antipsychotic. At her appointment, she complains to her physician that she has missed her menstrual period for two months. She also complains of tenderness in her breasts, and an occasional small amount of milky discharge from her breasts onto her blouse. She also admits to low libido over the past month. What medication is most likely responsible for this constellation of symptoms? ","Risperidone

(Although it is an atypical antipsychotic, it is like conventional antipsychotics in its ability to cause significant elevations in plasma prolactin levels. In the tuberoinfundibular dopamine pathway, dopamine inhibits the release of prolactin from the anterior pituitary. Conventional antipsychotics and risperidone can cause hyperprolactinemia due to their dopamine antagonism in this pathway, releasing the tonic dopamine inhibition. Clinical manifestations of hyperprolactinemia may include galactorrhea, sexual dysfunction, menstrual irregularities including amenorrhea, infertility, and weight gain) ",
"A 42-year-old, unemployed laboratory technician is admitted to the hospital for nausea, vomiting, and abdominal pain. She tells the physician that she had been diagnosed in the past with disseminated lupus erythematosus and that she had Hodgkin disease. She seems worried that an extensive medical workup failed to confirm any of the previous diagnoses or find a cause of her actual symptoms. She insists on being given meperidine to relieve her pain. On examination, the only physical findings are scars and some abscesses on her thighs. She explains that she had been intentionally injured by the nurses in a previous hospital. What is the most likely diagnosis? ","Factitious disorder

(the individual deliberately feigns the signs of a medical or mental disorder to assume the ""sick"" role. The symptoms are under voluntary control and cannot be explained by other underlying condition. External incentives for such behavior are usually absent. The disorder is severely incapacitating to the patients, since they usually have multiple hospitalizations and submit themselves to invasive procedures and surgeries. This is unlike Hypochondriasis which involves the excessive and pervasive preoccupation with the fear of having a serious illness based on a misinterpretation of bodily symptoms. It must be present at least 6 months and causes significant impairment in all areas of life) ",
A 43yo woman w/ a long Hx of Schizophrenia complains of a loss of night vision. What medication is she taking? ,Thioridazine ,
"A 28yo man w/ a Hx of psychiatric admission 6 months previously is seen in the ED w/ a painful erection, which has persisted for 18 hours. What is the next best step?
What drug is he using? ","Next step: Epinepherine injection into Penis

Drug: Trazodone ",
A 57yo woman complains of feeling dizzy when she gets up in the morning and when standing. She takes imipramine each evening for depression. What physiologically is the cause of her Sx? ,Alpha-Adrenergic Blockade ,
"A 34yo man is seen in the ED w/ HA, dizziness and BP of 210/150. He has no medical problems, states he is feeling fine and says last night he had a nice meal with red wine and french cheese. What possible medications is he taking?
(2) ","Phenelzine

or

Tranylcypromine ",
"A 22yo college student who enjoys drinking beer attempted to take a SSRI for his depression but was upset with the side-effects. He switched to another class and several days later he was admitted to the ED w/ muscle spasms, confusion, fever, tachycardia and HTN. What was the cause? ","Serotonin Syndrome

(switched from SSRI to MAOI w/o giving enough time between the meds to flush the excess SSRI out of the system. Five weeks should elapse before switching from an SSRI to a MAOI) ",
A 17yo adolescent w/ Bulemia is very depressed. She is also suffering from insomnia and apathy. Why should she avoid Bupropion? ,"It can lower Anorectic effects

(and seizure threshold in person w/ seizure disorder) ",
"A 38yo woman is admitted to the hospital for an elective Hysterectomy. On post-op day 3 she experiences auditory and visual hallucinations, tremors and agitation.
What is the best therapy? ","Benzodiazepine

(she is probably experiencing an alcohol or Benzo withdrawal; this is Tx) ",
"A 25yo man w/ bipolar disorder took too many pills, had 2 seizures and is now in a coma.
What is the best therapy?
What drug caused this? ","Drug: Lithium

Therapy: Dialysis

(Dialysis is used to Tx lithium toxicity, when it is severe and life-threatening) ",
"A 38yo Schizophrenic woman feels restless and cannot sit still; her physician thinks this is due to her medication.
What can be given to calm her?
What is this Dx? ","Tx: Propranolol

Dx: Akathisia ",
"A 32yo woman w/ panic disorder and anxiety took an overdose of Diazepam and is taken to the ED w/ somnolence and hypoventilation.
What is the best Tx? ",Flumazenil ,
"A 30yo man being Tx for schizophrenia complains of tremor and a slow gait.
What is the best Tx?
(2) ","Amantidine or Levodopa

(for the Drug-induced Parkinsonism) ",
"After taking a SSRI for weeks to months, what is a side effect a Woman may complain of? ",Anorgasmia ,
"What is the Tx for a patient that develops Neuroleptic Malignant Syndrome?
(3) ","Mostly supportive therapy, but the following drugs are also used:

Bromocriptine;
Amantidine;
Dantrolene ",
What is the definitive Tx for Tardive Dyskinesia? ,Nothing--it is a permanent condition ,
"what is the best Tx for EPS, such as Dystonic reactions?(2) ","Tx:

1. Benztropine
(an Anticholinergic med)

2. Reducing the dose of the Antipsychotic ",
"A 33yo man thinks he is ""going to have a heart attack like his father"". He explains his father died at 45 of a MI. He is experiencing angina attacks consisting of nervousness, sweating, palpitations, flushing and numbness in his hands lasting 5 minutes. He is anxious about having these Sx despite negative lab results and ECGs.
Dx? ",Panic Disorder (w/o Agoraphobia) ,
"A 33yo female who is being treated for hypothyroidism is beginning to get panic attacks.
Dx? ",Dx: Synthroid-induced panic attacks ,
What is a common defense mechanism seen in Dependent Personality Disorder? ,Idealization ,
(3) Possible drug Tx for Generalized Anxiety Disorder ,"Buspirone
(not good to give after Benzo; starts to work in 2-3 weeks);

Benzodiazepines;

SSRIs ",
"Dx:
A person with 4 or more episodes of mania in a year ",Rapid Cycling Bipolar Disorder ,
"What is the drug Tx for someone experiencing acute Mania?
(2 together) ","Mood Stabilizer and Antipsychotic

(then take patient off the anti-psych as soon as Sx go away) ",
"When is ECT used first in a Depressed patient?
(3) ","Suicidal;

Catatonic;

Not eating or drinking ",
What medication causes sickness to those trying to stop alcohol dependence? ,"Disulfiram
(blocks Acetylaldehyde DH) ",
what medication decreases cravings of alcohol in patients who are alcoholics? ,Naltrexone ,
How do you know if Wernicke's progresses to Wernicke-Korsakoff? ,Anterograde Amnesia develops ,
"A 32-year-old man is in twice-weekly insight-oriented psychotherapy with a psychiatrist. Recently, the patient has been exploring his thoughts and feelings around his wife's complaint that he is too restricted and inhibited in their sexual activity. The patient admits that he wishes to be more sexually available for his wife, but finds himself maintaining a restricted stance. What defense mechanisms would best describe this patient's tendency in his sexual relationship with his wife? ","Reaction formation

(often seen in obsessional characters, is the term for the defense mechanism in which an unacceptable impulse is transformed into its opposite. In this case, during insight-oriented psychotherapy, the patient realizes his wish to be freer in his sexual relationship with his wife, an impulse which he finds unacceptable on some level, but finds himself responding in the opposite way by maintaining a restricted stance) ",
What defense mechanism occurs when a socially acceptable means of expressing an impulse replaces one that would be socially unacceptable? ,"Sublimination

(a SUBstitution that allows instincts to be channeled, rather than blocked or diverted) ",
"A 26yo man is brought to the ED for schizophrenic symptoms. During examination, the patient appears to be awake, but firmly resists any attempts to be moved. He does not follow instructions, and the nurse was unable to move his arm to obtain a blood pressure measurement without assistance.
What term would best describe this patient's resistance to being moved? ","Negativism

(a motiveless resistance to all attempts to be moved or to all instructions. Signs of catatonia include stupor, negativism, rigidity, posturing, mutism, stereotypies, mannerisms, waxy flexibility, and catatonic excitement. Catatonia may be associated with schizophrenia of the catatonic type, mood disorders with catatonic features, or general medical conditions) ",
"Dx:
a pathological imitation of the movements of one person by another. It can be seen in catatonia, delirium, dementia, and other disorders. ","EchoPRAxia

(PRActices your behavior; not to be confused w/ Echolalia - repeating words or phrases) ",
"Dx:
a repetitive fixed pattern of physical action, movement, or speech. It may be seen in catatonia ",Stereotypy ,
"A 53-year-old woman is admitted for depression with psychotic features. During the examination, the psychiatrist asks her whether she has ever had problems with her heart. The patient responds, ""What are you saying? I don't have a heart any more; there is nothing left inside me."" What is the patient most likely exhibiting? ","Nihilistic delusions

(False feelings that the self or others do not exist or are destroyed. It is typical for depression with psychotic features. At its extreme, it is called Cotard's syndrome. The patient complains that he or she has lost possessions, status, strength, heart, blood, and intestines, and that the world has been reduced to nothingness) ",
"Hallucination type:
a false sensation of things occurring in or to the body, most frequently of visceral origin ",Cenesthetic hallucination ,
"Dx:
a disorder of thought process in which a patient meaninglessly repeats certain phrases or words ",Verbigeration ,
"A 28-year-old woman with a history of paranoid schizophrenia is brought by a friend to the hospital. The woman had been an inpatient at a psychiatric hospital; for several months after being discharged, she had been maintained on haloperidol decanoate shots. For the past couple of days, after the last injection, she has appeared ""strange."" She is stiff, cannot swallow or talk, and appears tremulous. The friend is concerned that she has some kind of infection, since she has a fever. On examination, her temperature is 38.7 C (101.7 F), blood pressure is 157/104 mm Hg, pulse is 122/min, and respirations are 24/min. She has increased tone in her neck and extremities, and appears tremulous, diaphoretic, and confused. Her leukocyte count is 19,600/mm3 and the serum creatine phosphokinase is markedly elevated. A workup for infection is negative. What is the most likely diagnosis? ","Neuroleptic malignant syndrome (NMS)

(A rare complication of neuroleptic therapy that confers high mortality if not recognized and treated promptly. It is defined by the development of severe muscle rigidity and elevated temperature in association with at least two or more of the following: dysphagia, tremor, diaphoresis, tachycardia, change in level of consciousness, leucocytosis, elevated or labile blood pressure, and elevated creatine phosphokinase as an indicator of muscle injury. The predisposing factors include high neuroleptic doses, intramuscular injections, and lithium treatment) ",
"A 49-year-old woman, who is being treated with chemotherapy after surgery for breast cancer, presents at the emergency department of the local hospital. She had just started taking prochlorperazine for nausea the day before. She is brought in by the her husband because she has been acting bizarrely over the past 24 hours, with waxy flexibility in her movements and mutism. She has no previous psychiatric history. Her physical examination, laboratory tests, and vital signs are all within normal limits. What is the most appropriate pharmacotherapy? ","Benztropine

(Prochlorperazine (Compazine) is frequently used to treat nausea and emesis in some patients. Side effects of this medication, including extrapyramidal reactions (e.g., catatonia), are treated best by anticholinergic / antiparkinsonian medications such as benztropine) ",
"A patient is seen on the psychiatry consultation liaison service by a medical student. To assess the patient's cognitive functions, the student asks the patient what the proverb ""Don't cry over spilled milk"" means. The patient answers that if you spill what you cook, you have to do it all over again. What type of thinking is this patient most likely exhibiting? ","Concrete Thinking

(Literal thinking that shows a lack of understanding of the nuances of meaning. These individuals lack the ability to use metaphors) ",
What is it called when a patient has the ability to appreciate nuances of meaning and the ability to use metaphors and hypotheses appropriately? ,Abstract Thinking ,
"A 30-year-old woman presents to her primary care physician with multiple symptoms of depression. She complains of about 2 months of feeling sad and anxious. She describes difficulty falling asleep at night, decreased appetite with a 15 lb weight loss, diminished interest in her hobbies, and poor concentration. The patient denies any other problems. Physical examination is within normal limits. The patient and her physician discuss initiating treatment with a selective serotonin reuptake inhibitor (SSRI). Aside from sexual consequences, what would be the most important additional information to gather before starting the SSRI? ","Past history of hypomanic or manic episodes

(This might significantly alter treatment planning. It is likely that all antidepressants, including SSRIs, have a potential to cause a switch into hypomania or mania, or to accelerate cycling in patients with bipolar disorder. If the patient has a history of hypomanic or manic episodes, her depression would be considered a bipolar depression rather than a unipolar depression. In this case, the patient would likely need to be started on a mood stabilizer before beginning treatment with an antidepressant medication) ",
"A 40-year-old man is brought in for evaluation by the Coast Guard after the small plane he was piloting crashed into the ocean. The man's wife and two friends were also on the plane. The man has survived the crash with cuts and a broken arm, but he claims he has no memory of the crash or how he escaped the plane. He is also unable to explain how he got his life jacket on. His physical examination now is significant only for minor lacerations and a fractured right humerus, and he has no alteration in consciousness. A CT scan is normal. He is very upset that the fate of his wife is unknown, and he has nightmares for the next several nights while trying to sleep. What is the most likely diagnosis? ","Dissociative Amnesia

(an extremely stressful event has been followed by localized loss of memory or amnesia of circumstances surrounding the event, making the diagnosis of dissociative amnesia the most likely diagnosis. Dissociative amnesia is often accompanied by nightmares and anxiety concerning the event, both of which this patient also has) ",
A 26-year-old man presents to his primary care physician complaining that he has been more and more afraid to leave his house because he has been having frequent anxiety attacks that occur without warning. He is worried that he will have an attack at some time while he is in public. What is the most appropriate initial medication for this patient in an acute situation? ,"a Benzodiazepine

(This patient's symptoms suggest that he has panic disorder, which is most appropriately treated acutely with a benzodiazepine with a medium length half-life and duration of action, such as clonazepam) ",
"A 22-year-old African American male is admitted to a psychiatric unit for stabilization of an acute episode of psychosis. He has experienced several weeks of depressive and psychotic symptoms, and has had periods of anxiety and aggression associated with psychotic symptoms and anger about his involuntary civil commitment. He has been started on an antidepressant, an antipsychotic, and has required additional medications on several occasions for agitation. On the fifth day of his hospitalization, he develops a sustained muscular contraction involving his left neck muscles, with associated pain and distress.
Dx? ",Acute Dystonia ,
"Dx:
A condition in which the patient has signs and symptoms of pregnancy. It is related to conversion symptoms and can be viewed as a psychosomatic disorder. ",Pseudocyesis ,
"A 40-year-old woman is brought to the hospital after overdosing on alcohol and pills. In talking to a psychiatrist, she denies any prior psychiatric problems but says that about a week ago her apartment burned down. She was trying to get a job before that happened, but when she realized that she had lost everything she had, and that moving in with her family would probably not be possible, she decided to take her own life. What is the most likely diagnosis? ","Adjustment Disorder

(A set of behavioral or emotional symptoms developing as a response to an identifiable stressor within 3 months after exposure to the stressor. The symptoms are excessive compared with what one would expect from the exposure, and they cause marked impairment in social functioning) ",
"A 52-year-old man is recuperating in a hospital after having sustained a recent cerebrovascular accident that damaged part of his right temporal lobe. Once the patient has recuperated from the immediate effects of his stroke, to what psychiatric disorder will he be most predisposed? ","Major Depressive Disorder

(Any event that affects the vasculature, such as a myocardial infarction or a cerebrovascular accident (CVA), has been shown to increase the risk of major depressive disorder in the months following such an event. The pathophysiology of such a development is unclear, but is thought to be related to the effects of serotonin on vascular physiology) ",
"A 26-year-old man with schizophrenia comes to the emergency department with a 2-hour history of involuntary contractions of the muscles in his neck. He states that he was watching television and ""all of a sudden I turned my head and my neck locked"". He began taking a high-potency antipsychotic agent 3 days earlier. Examination shows no abnormalities except torticollis. What is the most appropriate pharmacotherapy? ","Benztropine

(The treatment of acute dystonia is with anticholinergic medications, such as benztropine or diphenhydramine) ",
"A 22-year-old white woman comes to a psychiatrist's office after having been referred by her family physician. She reports no mental problems but tells the psychiatrist that she is concerned about hair loss. Her mother says that the patient has been grooming herself frequently and checking her image in the mirror. Her family physician has examined her several times; there is no evidence of hair loss. He has run multiple tests, but there is no evidence of any abnormality. The woman states that she is embarrassed and tries to avoid going out because everyone ""will notice"" and ask questions. She denies pulling her hair. Despite this problem, she is still doing well on her job. What is the most likely diagnosis?
Tx? (2 possible) ","Body dysmorphic disorder

(The preoccupation with an imagined defect in appearance or excessive preoccupation with a slight anomaly present. Patient are often ashamed to present for treatment. They may frequently check their image and try to compensate for the imagined defect. The disorder leads to social isolation secondary to imagined mockery)

Treatment:
1. prevention of iatrogenesis
2. SSRI ",
"A 69-year-old patient is admitted to the neurology service following a stroke. During the next few days, the staff observes that the patient has developed the clinical picture of mania. What area of the brain has most likely been affected by the stroke? ","Right Frontal Lobe

(or other parts of right hemisphere) ",
"A 69-year-old patient is admitted to the neurology service following a stroke. During the next few days, the staff observes that the patient has developed catastrophic reactions that include restlessness, hyperemotionality, irritability, and sudden outbursts of emotion. What area of the brain has most likely been affected by the stroke? ",Left hemispheric lesions including Broca's area ,
"A 69-year-old patient is admitted to the neurology service following a stroke. During the next few days, the staff observes that the patient has developed the clinical picture of depression. What area of the brain has most likely been affected by the stroke? ",Left Prefrontal Cortex ,
"A 69-year-old patient is admitted to the neurology service following a stroke. During the next few days, the staff observes that the patient has developed the clinical picture of Peduncular Hallucinosis (dreamlike hallucinations). What area of the brain has most likely been affected by the stroke? ",Midbrain lesions ,
"A 10-year-old boy diagnosed with attention deficit/hyperactivity disorder (ADHD) comes to a new doctor for the first time. His mother reports that they moved recently to the city, but that he was started on a medication for his ADHD by his previous doctor. After learning which medication the patient has been taking, the doctor becomes concerned about the patient's liver function. What medication is the patient most likely taking? ","Pemoline

(A sympathomimetic agent approved for the treatment of attention deficit/hyperactivity disorder. Given the rate of reported cases of hepatic failure, which ranges from 4 to 17 times higher than expected in general population) ",
"A 22-year-old woman with anorexia nervosa and a history of depression, for which she is currently taking bupropion, moves to a new city and presents to a local psychiatrist to establish care in her new location. She tells the doctor that she has been on the same dose of bupropion since she was 18 years old, and that her depression has been stable, but that she has lost 10 pounds over the last month and weighs only 90 pounds (41 kg) now with a height of 5 feet 5 inches (165 cm). What medicine complication should the physician be most concerned? ","Seizures

(Bupropion is an antidepressant that can lower the seizure threshold for some patients, and as a result should be discontinued or carefully monitored in a patient with anorexia nervosa. Patients with anorexia are at increased seizure risk related to large fluid shifts and electrolyte disturbances caused by bingeing and purging behavior) ",
"Thought Process Disorder:

Using Made-up words ",Neologisms ,
"Thought Process Disorder:

the point of conversation is reached after a long, circuitous path ",Circumstantiality ,
"Affect type:

Laughing one second and crying the next ",Labile affect ,
"Delusion Type:

Belief that some event is uniquely related to the individual
(""Jesus is speaking to me through TV characters"") ",Ideas of Reference ,
Name (4) Typical Antipsychotics ,"(""-AZINEs"") + Haloperidol:

ChlorpromAZINE;
ThioridAZINE;
FluphenAZINE;
Haloperadol ",
"What are the (2) suffixes (endings) for Atypical Antipsychotics?

Name (4) drugs ","(""-APINE"") or (""-IDONE""):

ClozAPINE;
OlanzAPINE;
QuetiAPINE;
RisperIDONE;
(ZiprosIDONE) ",
"A 28yo woman taking care of her schizophrenic husband starts believing her husband's claim that he invented the telephone. When she went abroad a few months her belief disappeared.
Dx? ",Shared Psychotic Disorder ,
"Dx:
A type of depression characterized additionally by hypersomnia, hyperphagia, reactive mood, leaden paralysis and hypresensitivity to interpersonal rejection ",Dx: Atypical depression ,
First-line Tx for Adjustment Disorder ,Supportive Psychotherapy ,
What is a common defense mechanism of Histrionic Personality Disorder? ,"Regression

(reverting to childlike behaviors) ",
how do you differentiate Dependent Personality Disorder from a dependence of a debilitated person? ,DPD features must manifest before early adulthood ,
"Dx:
An overweight woman starts a diet, loses 5 pounds, and then says she's taking a break from the diet because she ""hasn't been feeling well."" ","Passive-Aggressive Personality Disorder

(stubborn, inefficient procrastinators that manipulate others to do their chores or errands while complaining about their own mifortune) ",
What is the Tx of choice for all Personality Disorders? ,Psychotherapy ,
what controlled substance is commonly seen in cough syrup? ,"Dextromethophan

(Opiate) ",
"A patient presents to the ED w/ dysphoria, Rhinorrhea, Piloerection, insomnia, increased lacrimation, N/V, dilated pupils and sweating
Dx?
Tx? ","Opiate Withdrawal

(piloerection and rhinorrhea are key Sx)

Tx:
if moderate - Clonidine
if severe - Methadone detox ",
withdrawal from what class of drugs in abuse can be life threatening? ,"Sedatives

(Benzos / Barbs) ",
"Dx:
a patient has dementia, diminished position and vibration sensation and a pupillary accommodation response without a light response.

Diagnostic test? ","Dx: Neurosyphilis

Dx test:
CSF Fluorescent Treponemal Ab Absorption test
(CSF FTA-ABS or CSF VDRL) ",
"Define:

Inability to perform purposeful movements
(copying a picture) ",Apraxia ,
"Define:

Inability to interpret sensations correctly
(if visual: inability to recognize a previously known object) ",Agnosia ,
"Dx:

progressive dementia, muscular hypertonicity, choreform movements

Genetics? ","Huntington's Disease

genetics: Autosomal Dominant
(HD is Hereditary Dominant) ",
"Dx:
rapidly progressive dementia 6 - 12 months after onset of Sx and myoclonus (muscle spasms), generalized hypertonicity, and profound speech disturbances

what does brain tissue look like? ","Creutzfield-Jakob Dz (CJD)

brain: Spongiform changes
(and Prions) ",
what are the TORCH toxins that can lead to mental retardation? ,"Toxoplasmosis;
Other (Syphilis, AIDS);
Rubella;
CMV;
Herpes ",
"when suspecting a learning disorder, what is the first step? ",rule-out a Hearing or Visual deficit ,
Another name for Dissociative Identity Disorder ,Multiple personality Disorder ,
"A 33yo nun is astounded when a man claims that he saw her at a strip club the night before. She denies his accusations and has no memory of the event.
Dx? ","Dissociative Identity Disorder

(multiple personalities) ",
"A 68-year-old man is admitted to the hospital for delirium associated with a urinary tract infection. Upon adequate treatment of the infection, the patient's mental status improves significantly, though he is noted to remain partly disoriented. He also has an impairment in short-term memory, difficulties in naming simple objects, and impaired concentration. His family members confirm an 8-month history of gradual progressive decline in cognitive abilities, which they attribute to old-age.Prior to discharge from the hospital, the nursing staff reports that the patient continues to have urinary incontinence, though his infection has resolved. He is also noted to have a very unsteady gait, requiring assistance when walking.
Dx? ","Normal Pressure Hydrocephalus

(A potentially reversible cause of dementia that causes gait disturbances (unsteady or shuffling gait), urinary incontinence, and dementia. Enlargement of the ventricles with increased cerebrospinal fluid (CSF) pressure is found, and therapeutic lumbar punctures may significantly improve symptoms) ",
"Dx:
the excessive and compulsive need for coitus in a man. Its corollary in a female is termed nymphomania. ",Satyriasis ,
"A 29-year-old woman presents to her new primary care physician requesting medication to help with her recent spells of anxiety and depression. She wishes to be started on a medication that will not cause too much sedation. Examination of the patient's old records reveals two previous suicide attempts by overdose, once with acetaminophen at age 16 and another, with aspirin, during college. Given this history, what antidepressant medication would most likely be contraindicated for this patient? ","Tricyclic Antidepressant

(It is lethal in overdose and is the leading cause of overdose-related deaths in the psychiatric population. Overdose is associated with prolongation of the QT interval, leading to cardiac arrhythmia and death. Given this patient's history of previous overdoses, a TCA would be contraindicated) ",
"Dx:
delusion in which a person believes that he or she is being controlled by another person or external force ",Ideas of Influence ,
